Blockno,UnixTimestamp,DateTime (UTC),Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Total Value,Net Value,Fee Ratio,Time Gap,Block Gap,Total Value_z,Net Value_z,Fee Ratio_z,Time Gap_z,Block Gap_z
19557862,1711936535,2024-04-01 01:55:35,0.488,0,1504.69165794096,0.0038162173934874,11.7668657312904,3505.52,0.488,0.488,0.49181621839348744,0.0,0.0,0.15394263055230056,0.15394263055230056,0.1535559993962158,-0.7720706989145539,-0.7729268195142854
19557863,1711936547,2024-04-01 01:55:47,0.0,0,0.0,0.0052996641784458,16.3409026213034,3505.52,0.0,0.0,0.0052996651784458,12.0,1.0,-0.21885384984051884,-0.21885384984051884,-0.2175020704856649,0.26845584948780987,0.2838503468984646
19557863,1711936547,2024-04-01 01:55:47,0.0,0,0.0,0.0054311207498685,16.7462337819615,3505.52,0.0,0.0,0.0054311217498685,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.21740181074867743,-0.7720706989145539,-0.7729268195142854
19557864,1711936559,2024-04-01 01:55:59,0.1,0,308.338454496098,0.0052721477432688,16.2560588703462,3505.52,0.1,0.1,0.1052721487432688,12.0,1.0,-0.14246112844854764,-0.14246112844854764,-0.1412547227896351,0.26845584948780987,0.2838503468984646
19557864,1711936559,2024-04-01 01:55:59,0.0,0,0.0,0.0033642249654889,10.3731992643604,3505.52,0.0,0.0,0.0033642259654889,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.2189781977294096,-0.7720706989145539,-0.7729268195142854
19557864,1711936559,2024-04-01 01:55:59,0.0,0,0.0,0.0036569018242751,11.2756345674096,3505.52,0.0,0.0,0.0036569028242751,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.21875497796514332,-0.7720706989145539,-0.7729268195142854
19557864,1711936559,2024-04-01 01:55:59,0.0,0,0.0,0.0033639542410464,10.3723645167986,3505.52,0.0,0.0,0.0033639552410464,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.2189784042064317,-0.7720706989145539,-0.7729268195142854
19557865,1711936571,2024-04-01 01:56:11,0.0,0,0.0,0.005934180082802,18.297359154327,3505.52,0.0,0.0,0.005934181082802001,12.0,1.0,-0.21885384984051884,-0.21885384984051884,-0.2170181357763032,0.26845584948780987,0.2838503468984646
19557866,1711936583,2024-04-01 01:56:23,0.5,0,1541.69227248049,0.0023842278367082,7.35149126337201,3505.52,0.5,0.5,0.5023842288367082,12.0,1.0,0.16310975711933712,0.16310975711933712,0.16161604490060752,0.26845584948780987,0.2838503468984646
19557866,1711936583,2024-04-01 01:56:23,0.0,0,0.0,0.0045910378515757,14.1559351568795,3505.52,0.0,0.0,0.0045910388515757,0.0,0.0,-0.21885384984051884,-0.21885384984051884,-0.21804252797961513,-0.7720706989145539,-0.7729268195142854
19557866,1711936583,2024-04-01 01:56:23,0.199,0,613.593524447235,0.0042340259419659,13.0551301524217,3505.52,0.199,0.199,0.2032340269419659,0.0,0.0,-0.06683233427049616,-0.06683233427049616,-0.06654083031012097,-0.7720706989145539,-0.7729268195142854
19557866,1711936583,2024-04-01 01:56:23,0.234,0,721.511983520869,0.0034264384626521,10.5650274000016,3505.52,0.234,0.234,0.2374264394626521,0.0,0.0,-0.04009488178330624,-0.04009488178330624,-0.04046284691841709,-0.7720706989145539,-0.7729268195142854
