Blockno,UnixTimestamp,DateTime (UTC),Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Total Value,Net Value,Fee Ratio,Time Gap,Block Gap,Total Value_z,Net Value_z,Fee Ratio_z,Time Gap_z,Block Gap_z,IF_Score,anomaly_label
19557592,1711933259,2024-04-01 01:00:59,0.0014010681064122,0,4.32003174574926,0.0022018937571219,6.78928518035588,3505.52,0.0014010681064122,0.0014010681064122,1.571581121191387,0.0,0.0,-0.2177835357854755,-0.2177835357854755,-0.4341365057987113,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.2,0,616.676908992196,0.0024728970177236,7.6248924457291,3505.52,0.2,0.2,0.0123644850267955,0.0,0.0,-0.0660684070565764,-0.0660684070565764,-0.4341368114026209,-0.7720706989145539,-0.7729268195142854,0.1144804910586062,0
19557592,1711933259,2024-04-01 01:00:59,0.0014578125186699,0,4.49499658951746,0.0024001161487123,7.40048103905087,3505.52,0.0014578125186699,0.0014578125186699,1.6463807736548852,0.0,0.0,-0.217740187184714,-0.217740187184714,-0.4341364911381018,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557592,1711933259,2024-04-01 01:00:59,0.0014103652650015,0,4.34869846085548,0.0022018937571219,6.78928518035588,3505.52,0.0014103652650015,0.0014103652650015,1.5612212315072342,0.0,0.0,-0.2177764334330171,-0.2177764334330171,-0.4341365078292327,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.0,0,0.0,0.002059773478666,6.3510737102393,3505.52,0.0,0.0,2059773.478666,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.030424582178853,-0.7720706989145539,-0.7729268195142854,0.008514625162413641,0
19557592,1711933259,2024-04-01 01:00:59,0.0,0,0.0,0.0020595451118554,6.35036956754496,3505.52,0.0,0.0,2059545.1118554,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.0304693417000801,-0.7720706989145539,-0.7729268195142854,0.008514625162413641,0
19557592,1711933259,2024-04-01 01:00:59,0.0014074458503428,0,4.33969678281665,0.0022018937571219,6.78928518035588,3505.52,0.0014074458503428,0.0014074458503428,1.5644596146459122,0.0,0.0,-0.2177786636533236,-0.2177786636533236,-0.4341365071945149,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.001407434588619,0,4.33966205859137,0.0022018937571219,6.78928518035588,3505.52,0.001407434588619,0.001407434588619,1.56447213281173,0.0,0.0,-0.2177786722564608,-0.2177786722564608,-0.4341365071920614,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.0014783297813519,0,4.55825920017616,0.0022018937571219,6.78928518035588,3505.52,0.0014783297813519,0.0014783297813519,1.4894459243474034,0.0,0.0,-0.2177245134893961,-0.2177245134893961,-0.4341365218970755,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557592,1711933259,2024-04-01 01:00:59,0.0014447439149185,0,4.45470105868635,0.0022018937571219,6.78928518035588,3505.52,0.0014447439149185,0.0014447439149185,1.524070951477349,0.0,0.0,-0.2177501706467677,-0.2177501706467677,-0.4341365151106268,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.0015041515066931,0,4.63787750901745,0.0022018937571219,6.78928518035588,3505.52,0.0015041515066931,0.0015041515066931,1.4638766663114458,0.0,0.0,-0.2177047875706976,-0.2177047875706976,-0.4341365269086082,-0.7720706989145539,-0.7729268195142854,0.05792408533913395,0
19557592,1711933259,2024-04-01 01:00:59,0.0014019694456049,0,4.32281092108571,0.0022018937571219,6.78928518035588,3505.52,0.0014019694456049,0.0014019694456049,1.570570737796018,0.0,0.0,-0.2177828472279373,-0.2177828472279373,-0.4341365059967448,-0.7720706989145539,-0.7729268195142854,0.0553709587084868,0
19557592,1711933259,2024-04-01 01:00:59,0.0014877883534064,0,4.58742361506647,0.0022018937571219,6.78928518035588,3505.52,0.0014877883534064,0.0014877883534064,1.4799768206974375,0.0,0.0,-0.2177172878287988,-0.2177172878287988,-0.4341365237530043,-0.7720706989145539,-0.7729268195142854,0.05732291804068418,0
19557592,1711933259,2024-04-01 01:00:59,0.0014606484831045,0,4.50374095842519,0.0022018937571219,6.78928518035588,3505.52,0.0014606484831045,0.0014606484831045,1.5074758062022802,0.0,0.0,-0.2177380207143047,-0.2177380207143047,-0.4341365183632481,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557593,1711933271,2024-04-01 01:01:11,0.0,0,0.0,0.0043484237354344,13.40786254078,3505.52,0.0,0.0,4348423.735434399,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4181471234915549,0.2684558494878098,0.2838503468984646,0.04633743775868436,0
19557594,1711933295,2024-04-01 01:01:35,0.0,0,0.0,0.0029090717492594,8.96978687184928,3505.52,0.0,0.0,2909071.7492594,24.0,1.0,-0.2188538498405188,-0.2188538498405188,0.1360364892479995,1.3089823978901738,0.2838503468984646,0.19817172515501927,0
19557595,1711933307,2024-04-01 01:01:47,0.5,0,1541.69227248049,0.0006046698894198,1.86442979184039,3505.52,0.5,0.5,0.0012093397764209,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.4341368135890111,0.2684558494878098,0.2838503468984646,0.1726362165539128,0
19557595,1711933307,2024-04-01 01:01:47,0.0014411718872947,0,4.44368712391696,0.0022231820248691,6.85492509611654,3505.52,0.0014411718872947,0.0014411718872947,1.5426199344079738,0.0,0.0,-0.2177528994158783,-0.2177528994158783,-0.4341365114750565,-0.7720706989145539,-0.7729268195142854,0.05509942390044749,0
19557595,1711933307,2024-04-01 01:01:47,0.0006244162087446,0,1.92531528766644,0.0022231820248691,6.85492509611654,3505.52,0.0006244162087446,0.0006244162087446,3.5604112022134053,0.0,0.0,-0.2183768413058462,-0.2183768413058462,-0.4341361159912695,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0014574898255209,0,4.49400160244926,0.0022231820248691,6.85492509611654,3505.52,0.0014574898255209,0.0014574898255209,1.5253488982165948,0.0,0.0,-0.2177404336987923,-0.2177404336987923,-0.4341365148601514,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557595,1711933307,2024-04-01 01:01:47,0.0015070772389876,0,4.64689866675701,0.0022231820248691,6.85492509611654,3505.52,0.0015070772389876,0.0015070772389876,1.4751603250290128,0.0,0.0,-0.2177025525241772,-0.2177025525241772,-0.4341365246970296,-0.7720706989145539,-0.7729268195142854,0.05792408533913395,0
19557595,1711933307,2024-04-01 01:01:47,0.0,0,0.0,0.0117178799647611,36.1307299830523,3505.52,0.0,0.0,11717879.9647611,0.0,0.0,-0.2188538498405188,-0.2188538498405188,1.8625484866426985,-0.7720706989145539,-0.7729268195142854,0.41021681444507335,0
19557595,1711933307,2024-04-01 01:01:47,0.199,0,613.593524447235,0.0031175725791769,9.61267510842845,3505.52,0.199,0.199,0.0156661937864859,0.0,0.0,-0.0668323342704961,-0.0668323342704961,-0.4341368107554913,-0.7720706989145539,-0.7729268195142854,0.11549477617838037,0
19557595,1711933307,2024-04-01 01:01:47,0.001471555393089,0,4.53737115610463,0.0022231820248691,6.85492509611654,3505.52,0.001471555393089,0.001471555393089,1.5107691661087717,0.0,0.0,-0.2177296886289478,-0.2177296886289478,-0.434136517717755,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557595,1711933307,2024-04-01 01:01:47,0.25,0,770.846136240245,0.003021560998025,9.31663448296738,3505.52,0.25,0.25,0.012086243943755,0.0,0.0,-0.0278720463605908,-0.0278720463605908,-0.4341368114571556,-0.7720706989145539,-0.7729268195142854,0.1257521535870009,0
19557595,1711933307,2024-04-01 01:01:47,0.0015478902221971,0,4.77274078841888,0.0022231820248691,6.85492509611654,3505.52,0.0015478902221971,0.0015478902221971,1.4362650249501914,0.0,0.0,-0.2176713743756222,-0.2176713743756222,-0.4341365323204448,-0.7720706989145539,-0.7729268195142854,0.05825309986883536,0
19557595,1711933307,2024-04-01 01:01:47,3.0,0,9250.15363488294,0.003506243628849,10.811097416061,3505.52,3.0,3.0,0.0011687478758934,0.0,0.0,2.072927791918617,2.072927791918617,-0.434136813596967,-0.7720706989145539,-0.7729268195142854,0.5938970926565664,0
19557595,1711933307,2024-04-01 01:01:47,0.0006129172180879,0,1.88985947759301,0.0022231820248691,6.85492509611654,3505.52,0.0006129172180879,0.0006129172180879,3.62720826247372,0.0,0.0,-0.2183856256977415,-0.2183856256977415,-0.434136102899155,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006158451314392,0,1.89888736036914,0.0022231820248691,6.85492509611654,3505.52,0.0006158451314392,0.0006158451314392,3.609963449268798,0.0,0.0,-0.2183833889850524,-0.2183833889850524,-0.4341361062791102,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006181237578801,0,1.90591324192099,0.0022231820248691,6.85492509611654,3505.52,0.0006181237578801,0.0006181237578801,3.596655847427388,0.0,0.0,-0.2183816482803038,-0.2183816482803038,-0.4341361088873783,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006397531662397,0,1.97260502537358,0.0022231820248691,6.85492509611654,3505.52,0.0006397531662397,0.0006397531662397,3.4750567361465667,0.0,0.0,-0.218365124986637,-0.218365124986637,-0.4341361327206052,-0.7720706989145539,-0.7729268195142854,0.03548923360237054,0
19557595,1711933307,2024-04-01 01:01:47,0.000632463418389,0,1.95012792951401,0.0022231820248691,6.85492509611654,3505.52,0.000632463418389,0.000632463418389,3.5151100365961176,0.0,0.0,-0.2183706938234027,-0.2183706938234027,-0.4341361248702238,-0.7720706989145539,-0.7729268195142854,0.03548923360237054,0
19557595,1711933307,2024-04-01 01:01:47,0.0006319543382948,0,1.94855823981926,0.0022231820248691,6.85492509611654,3505.52,0.0006319543382948,0.0006319543382948,3.517941680606566,0.0,0.0,-0.2183710827235407,-0.2183710827235407,-0.4341361243152262,-0.7720706989145539,-0.7729268195142854,0.03548923360237054,0
19557595,1711933307,2024-04-01 01:01:47,0.0006489513152767,0,2.0009664559563,0.0022231820248691,6.85492509611654,3505.52,0.0006489513152767,0.0006489513152767,3.425801823237476,0.0,0.0,-0.2183580982702699,-0.2183580982702699,-0.4341361423744875,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006335865152767,0,1.95359086909989,0.0022231820248691,6.85492509611654,3505.52,0.0006335865152767,0.0006335865152767,3.5088791544419764,0.0,0.0,-0.2183698358591264,-0.2183698358591264,-0.4341361260914665,-0.7720706989145539,-0.7729268195142854,0.03548923360237054,0
19557595,1711933307,2024-04-01 01:01:47,0.0014529076392075,0,4.47987295998815,0.0022231820248691,6.85492509611654,3505.52,0.0014529076392075,0.0014529076392075,1.5301595467707807,0.0,0.0,-0.2177439341556163,-0.2177439341556163,-0.4341365139172721,-0.7720706989145539,-0.7729268195142854,0.05641767605166801,0
19557595,1711933307,2024-04-01 01:01:47,0.0,0,0.0,0.0020796877043958,6.41247692607948,3505.52,0.0,0.0,2079687.7043958,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.0265214265191781,-0.7720706989145539,-0.7729268195142854,0.0077202103878545,0
19557595,1711933307,2024-04-01 01:01:47,0.0006032245578801,0,1.8599732789087,0.0022231820248691,6.85492509611654,3505.52,0.0006032245578801,0.0006032245578801,3.685490436913799,0.0,0.0,-0.2183930301846495,-0.2183930301846495,-0.4341360914759442,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.000612810277607,0,1.88952973896685,0.0022231820248691,6.85492509611654,3505.52,0.000612810277607,0.000612810277607,3.627841239395144,0.0,0.0,-0.2183857073924851,-0.2183857073924851,-0.4341361027750925,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006163441274808,0,1.90042595705178,0.0022231820248691,6.85492509611654,3505.52,0.0006163441274808,0.0006163441274808,3.607040805134547,0.0,0.0,-0.2183830077883966,-0.2183830077883966,-0.4341361068519436,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006237409991002,0,1.92323335668433,0.0022231820248691,6.85492509611654,3505.52,0.0006237409991002,0.0006237409991002,3.564265398315692,0.0,0.0,-0.2183773571168687,-0.2183773571168687,-0.4341361152358534,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.000605360677607,0,1.86655975746071,0.0022231820248691,6.85492509611654,3505.52,0.000605360677607,0.000605360677607,3.672485568722087,0.0,0.0,-0.2183913983446579,-0.2183913983446579,-0.4341360940248771,-0.7720706989145539,-0.7729268195142854,0.03522442350836811,0
19557595,1711933307,2024-04-01 01:01:47,0.0006355216044937,0,1.95955749328478,0.0022231820248691,6.85492509611654,3505.52,0.0006355216044937,0.0006355216044937,3.4981950431806217,0.0,0.0,-0.2183683575918121,-0.2183683575918121,-0.4341361281855349,-0.7720706989145539,-0.7729268195142854,0.03548923360237054,0
19557596,1711933319,2024-04-01 01:01:59,0.0,0,0.0,0.0025627831103316,7.9020458344835,3505.52,0.0,0.0,2562783.1103316,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0681644826105754,0.2684558494878098,0.2838503468984646,0.027476464743054246,0
19557596,1711933319,2024-04-01 01:01:59,0.0,0,0.0,0.0033491080644266,10.3265880452574,3505.52,0.0,0.0,3349108.0644265995,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.2222828870397643,-0.7720706989145539,-0.7729268195142854,0.0005503133439590861,0
19557596,1711933319,2024-04-01 01:01:59,0.1,0,308.338454496098,0.0030335679268788,9.3536564618276,3505.52,0.1,0.1,0.0303356789654312,0.0,0.0,-0.1424611284485476,-0.1424611284485476,-0.4341368078802962,-0.7720706989145539,-0.7729268195142854,0.10851037416169128,0
19557597,1711933331,2024-04-01 01:02:11,0.1019493885111509,0,314.349168903505,0.002268540498681,6.99478271325108,3505.52,0.1019493885111509,0.1019493885111509,0.0222516339681747,12.0,1.0,-0.140971937514377,-0.140971937514377,-0.4341368094647558,0.2684558494878098,0.2838503468984646,0.1266535895056573,0
19557597,1711933331,2024-04-01 01:02:11,0.0,0,0.0,0.0096361483930427,29.7119510280585,3505.52,0.0,0.0,9636148.3930427,0.0,0.0,-0.2188538498405188,-0.2188538498405188,1.4545325046847533,-0.7720706989145539,-0.7729268195142854,0.34001597173378667,0
19557598,1711933343,2024-04-01 01:02:23,0.0,0,0.0,0.0101406156498866,31.26741757125,3505.52,0.0,0.0,10140615.6498866,12.0,1.0,-0.2188538498405188,-0.2188538498405188,1.5534072616241836,0.2684558494878098,0.2838503468984646,0.35811212935892117,0
19557598,1711933343,2024-04-01 01:02:23,0.0,0,0.0,0.0045759426975347,14.1093909922058,3505.52,0.0,0.0,4575942.697534699,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4627404678000035,-0.7720706989145539,-0.7729268195142854,0.04950140152059065,0
19557599,1711933355,2024-04-01 01:02:35,0.3,0,925.015363488294,0.0031267441470965,9.64095457920471,3505.52,0.3,0.3,0.01042248045558,12.0,1.0,0.0103243143353947,0.0103243143353947,-0.4341368117832506,0.2684558494878098,0.2838503468984646,0.15096917540447705,0
19557599,1711933355,2024-04-01 01:02:35,0.1365,0,420.881990387174,0.0027919157665079,8.60854992528351,3505.52,0.1365,0.1365,0.020453595209189,0.0,0.0,-0.1145777851404781,-0.1145777851404781,-0.4341368098171685,-0.7720706989145539,-0.7729268195142854,0.11060952717689031,0
19557599,1711933355,2024-04-01 01:02:35,0.0,0,0.0,0.0026059252335212,8.03506959036324,3505.52,0.0,0.0,2605925.2335212,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.0766202681672237,-0.7720706989145539,-0.7729268195142854,0.007838213223554436,0
19557599,1711933355,2024-04-01 01:02:35,0.0,0,0.0,0.0050524096062144,15.5785216946141,3505.52,0.0,0.0,5052409.606214399,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.5561272023130122,-0.7720706989145539,-0.7729268195142854,0.08818082077887711,0
19557600,1711933367,2024-04-01 01:02:47,0.0,0,0.0,0.0027049980284892,8.34054911519362,3505.52,0.0,0.0,2704998.0284891995,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0960383738794883,0.2684558494878098,0.2838503468984646,0.03035683836912759,0
19557602,1711933391,2024-04-01 01:03:11,0.0,0,0.0,0.0004888108702485,1.50719188273319,3505.52,0.0,0.0,488810.8702485,24.0,2.0,-0.2188538498405188,-0.2188538498405188,-0.3383306830425562,1.3089823978901738,1.3406275133112149,0.17600137638047333,0
19557602,1711933391,2024-04-01 01:03:11,0.0,0,0.0,0.0004951834017722,1.52684084794565,3505.52,0.0,0.0,495183.4017722,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.3370816772905543,-0.7720706989145539,-0.7729268195142854,0.0154844097009952,0
19557602,1711933391,2024-04-01 01:03:11,0.0,0,0.0,0.0032220299006206,9.93475719897585,3505.52,0.0,0.0,3222029.9006206,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.1973757748572282,-0.7720706989145539,-0.7729268195142854,0.0035335232165528,0
19557603,1711933403,2024-04-01 01:03:23,0.2975,0,917.306902125891,0.0023022514278181,7.09872647114881,3505.52,0.2975,0.2975,0.0077386602355611,12.0,1.0,0.0084144963005954,0.0084144963005954,-0.434136812309275,0.2684558494878098,0.2838503468984646,0.15029855301814316,0
19557603,1711933403,2024-04-01 01:03:23,0.14,0,431.673836294537,0.0027828561029855,8.58061549879604,3505.52,0.14,0.14,0.0198775434507711,0.0,0.0,-0.1119040398917591,-0.1119040398917591,-0.4341368099300736,-0.7720706989145539,-0.7729268195142854,0.11042485507779481,0
19557603,1711933403,2024-04-01 01:03:23,0.0,0,0.0,0.0026500970403338,8.17126825681218,3505.52,0.0,0.0,2650097.0403338,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.0852778700292267,-0.7720706989145539,-0.7729268195142854,0.00466575985759437,0
19557604,1711933415,2024-04-01 01:03:35,0.0,0,0.0,0.003274245,10.0957564294158,3505.52,0.0,0.0,3274244.9999999995,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.2076098489020058,0.2684558494878098,0.2838503468984646,0.03420829509829889,0
19557604,1711933415,2024-04-01 01:03:35,0.0,0,0.0,0.003834758061129,11.8240337393498,3505.52,0.0,0.0,3834758.061129,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.3174694917799874,-0.7720706989145539,-0.7729268195142854,0.009143729573434534,0
19557604,1711933415,2024-04-01 01:03:35,0.145,0,447.090759019342,0.0027713117351112,8.54501977331091,3505.52,0.145,0.145,0.0191124945930945,0.0,0.0,-0.1080844038221606,-0.1080844038221606,-0.434136810080022,-0.7720706989145539,-0.7729268195142854,0.10922895088225236,0
19557605,1711933427,2024-04-01 01:03:47,0.16,0,493.341527193757,0.0032361448605419,9.97827904824995,3505.52,0.16,0.16,0.0202259052519749,12.0,1.0,-0.0966254956133649,-0.0966254956133649,-0.4341368098617953,0.2684558494878098,0.2838503468984646,0.12099228766237623,0
19557606,1711933439,2024-04-01 01:03:59,0.0,0,0.0,0.0025502342189452,7.86335277672637,3505.52,0.0,0.0,2550234.2189452,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0657049204311542,0.2684558494878098,0.2838503468984646,0.02675619655379962,0
19557606,1711933439,2024-04-01 01:03:59,0.2,0,616.676908992196,0.0027107064069059,8.35815024098052,3505.52,0.2,0.2,0.0135535319667618,0.0,0.0,-0.0660684070565764,-0.0660684070565764,-0.4341368111695696,-0.7720706989145539,-0.7729268195142854,0.1144804910586062,0
19557607,1711933451,2024-04-01 01:04:11,0.0,0,0.0,0.003094115756827,9.54034870492073,3505.52,0.0,0.0,3094115.756827,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.1723048119649406,0.2684558494878098,0.2838503468984646,0.036532708480966264,0
19557607,1711933451,2024-04-01 01:04:11,0.5,0,1541.69227248049,0.0018991248245857,5.85573213307945,3505.52,0.5,0.5,0.0037982496415749,0.0,0.0,0.1631097571193371,0.1631097571193371,-0.4341368130815889,-0.7720706989145539,-0.7729268195142854,0.1699370049759454,0
19557607,1711933451,2024-04-01 01:04:11,0.25,0,770.846136240245,0.0020968271592891,6.46532445640674,3505.52,0.25,0.25,0.0083873086036071,0.0,0.0,-0.0278720463605908,-0.0278720463605908,-0.4341368121821409,-0.7720706989145539,-0.7729268195142854,0.1257521535870009,0
19557607,1711933451,2024-04-01 01:04:11,0.23325,0,719.199445112149,0.0026393478004897,8.13812421680698,3505.52,0.23325,0.23325,0.0113155317863844,0.0,0.0,-0.040667827193746,-0.040667827193746,-0.434136811608214,-0.7720706989145539,-0.7729268195142854,0.12519606784643764,0
19557607,1711933451,2024-04-01 01:04:11,0.435,0,1341.27227705803,0.0029558790370153,9.1141117395074,3505.52,0.435,0.435,0.0067951242074027,0.0,0.0,0.1134544882145558,0.1134544882145558,-0.4341368124942064,-0.7720706989145539,-0.7729268195142854,0.17802427993721104,0
19557608,1711933463,2024-04-01 01:04:23,0.0,0,0.0,0.0041153583448047,12.689232317347,3505.52,0.0,0.0,4115358.3448047,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3724666882663295,0.2684558494878098,0.2838503468984646,0.04032595220872318,0
19557610,1711933487,2024-04-01 01:04:47,0.0,0,0.0,0.0043824357705433,13.5127347241776,3505.52,0.0,0.0,4382435.7705433,24.0,2.0,-0.2188538498405188,-0.2188538498405188,0.4248134267229032,1.3089823978901738,1.3406275133112149,0.19439730221572296,0
19557610,1711933487,2024-04-01 01:04:47,0.166587,0,513.651781191415,0.0026217203804736,8.08377210236152,3505.52,0.166587,0.166587,0.0157378448782663,0.0,0.0,-0.0915935070552757,-0.0915935070552757,-0.4341368107414478,-0.7720706989145539,-0.7729268195142854,0.12376770462630247,0
19557612,1711933511,2024-04-01 01:05:11,2.089,0,6441.19031442349,0.0024322479812516,7.49955583490383,3505.52,2.089,2.089,0.0011643121015257,24.0,2.0,1.3769901000377591,1.3769901000377591,-0.4341368135978364,1.3089823978901738,1.3406275133112149,0.5784956976260804,0
19557612,1711933511,2024-04-01 01:05:11,0.0,0,0.0,0.0043479632277277,13.4064426184343,3505.52,0.0,0.0,4347963.2277277,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4180568647345179,-0.7720706989145539,-0.7729268195142854,0.03407997296325938,0
19557613,1711933523,2024-04-01 01:05:23,0.5,0,1541.69227248049,0.0027698557720975,8.54053047945653,3505.52,0.5,0.5,0.0055397115331155,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.4341368127402653,0.2684558494878098,0.2838503468984646,0.1726362165539128,0
19557614,1711933535,2024-04-01 01:05:35,0.0,0,0.0,0.0040723670526595,12.5566736315788,3505.52,0.0,0.0,4072367.0526595,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3640404653475961,0.2684558494878098,0.2838503468984646,0.04032595220872318,0
19557615,1711933547,2024-04-01 01:05:47,0.2,0,616.676908992196,0.003115757713315,9.6070791790787,3505.52,0.2,0.2,0.015578788488681,12.0,1.0,-0.0660684070565764,-0.0660684070565764,-0.4341368107726225,0.2684558494878098,0.2838503468984646,0.12383838497567859,0
19557615,1711933547,2024-04-01 01:05:47,0.1222,0,376.789591394232,0.0027818609363193,8.57754701727779,3505.52,0.1222,0.1222,0.0227648192598566,0.0,0.0,-0.12550194429953,-0.12550194429953,-0.4341368093641723,-0.7720706989145539,-0.7729268195142854,0.1102534379605984,0
19557616,1711933559,2024-04-01 01:05:59,0.0,0,0.0,0.0043490060601133,13.4096580716951,3505.52,0.0,0.0,4349006.0601133,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4182612581758282,0.2684558494878098,0.2838503468984646,0.04633743775868436,0
19557616,1711933559,2024-04-01 01:05:59,0.0,0,0.0,0.0048546740444324,14.9688269194261,3505.52,0.0,0.0,4854674.0444324,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.517371355735785,-0.7720706989145539,-0.7729268195142854,0.07481583282641505,0
19557618,1711933583,2024-04-01 01:06:23,1.0,0,3083.38454496098,0.0169990872427181,52.4147228826406,3505.52,1.0,1.0,0.016999087225719,24.0,2.0,0.545073364079193,0.545073364079193,-0.4341368104942464,1.3089823978901738,1.3406275133112149,0.41532445814438906,0
19557619,1711933595,2024-04-01 01:06:35,0.0,0,0.0,0.0039461494889918,12.1674963464633,3505.52,0.0,0.0,3946149.4889917993,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3393020293840652,0.2684558494878098,0.2838503468984646,0.04023470816996755,0
19557619,1711933595,2024-04-01 01:06:35,0.0,0,0.0,0.0010813456376984,3.33420442704047,3505.52,0.0,0.0,1081345.6376983998,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.2221948381191275,-0.7720706989145539,-0.7729268195142854,0.024184772553625892,0
19557619,1711933595,2024-04-01 01:06:35,0.15,0,462.507681744147,0.0033933624868256,10.4630414473285,3505.52,0.15,0.15,0.0226224164280212,0.0,0.0,-0.104264767752562,-0.104264767752562,-0.4341368093920831,-0.7720706989145539,-0.7729268195142854,0.10960385970378136,0
19557620,1711933607,2024-04-01 01:06:47,0.0,0,0.0,0.0021738352156332,6.70276990717533,3505.52,0.0,0.0,2173835.2156332,12.0,1.0,-0.2188538498405188,-0.2188538498405188,-0.0080686683594336,0.2684558494878098,0.2838503468984646,0.031906221468275174,0
19557620,1711933607,2024-04-01 01:06:47,0.0,0,0.0,0.0037571184399132,11.5846409312163,3505.52,0.0,0.0,3757118.4399132,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.3022522530545075,-0.7720706989145539,-0.7729268195142854,0.006024749362276085,0
19557620,1711933607,2024-04-01 01:06:47,0.25,0,770.846136240245,0.0027145307050538,8.36994202278493,3505.52,0.25,0.25,0.0108581227767827,0.0,0.0,-0.0278720463605908,-0.0278720463605908,-0.4341368116978654,-0.7720706989145539,-0.7729268195142854,0.1257521535870009,0
19557621,1711933619,2024-04-01 01:06:59,0.35,0,1079.18459073634,0.0027943032136543,8.61591134291677,3505.52,0.35,0.35,0.007983723444773,12.0,1.0,0.0485206750313803,0.0485206750313803,-0.4341368122612429,0.2684558494878098,0.2838503468984646,0.16802956465591892,0
19557621,1711933619,2024-04-01 01:06:59,0.0,0,0.0,0.0019940477105404,6.14841589259524,3505.52,0.0,0.0,1994047.7105404,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.0433067251919266,-0.7720706989145539,-0.7729268195142854,0.008066594571242624,0
19557622,1711933631,2024-04-01 01:07:11,0.0,0,0.0,0.0040501207180416,12.4880796272357,3505.52,0.0,0.0,4050120.7180416,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3596802201616162,0.2684558494878098,0.2838503468984646,0.04005950616264269,0
19557622,1711933631,2024-04-01 01:07:11,0.0,0,0.0,0.004028220616182,12.4205531916288,3505.52,0.0,0.0,4028220.616182,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.3553878360297622,-0.7720706989145539,-0.7729268195142854,0.01315122103782826,0
19557622,1711933631,2024-04-01 01:07:11,0.0,0,0.0,0.0032638052291916,10.0635666014523,3505.52,0.0,0.0,3263805.2291916,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.2055636709049603,-0.7720706989145539,-0.7729268195142854,0.000812528363592398,0
