Blockno,UnixTimestamp,DateTime (UTC),Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $3083.38454496098/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Total Value,Net Value,Fee Ratio,Time Gap,Block Gap,Total Value_z,Net Value_z,Fee Ratio_z,Time Gap_z,Block Gap_z,IF_Score,anomaly_label,StatScore,TempScore,FinalScore,FraudFlag,label
19557878,1711936727,2024-04-01 01:58:47,0.0,0,0.0,0.005084275,15.6767749573315,3505.52,0.0,0.0,5084275.0,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.5623727673572969,-0.7720706989145539,-0.7729268195142854,0.0906920018604592,0,0.0279062240660594,0.0526315792732155,0.0579656062252505,0,0
19557878,1711936727,2024-04-01 01:58:47,0.255,0,786.26305896505,0.0037897746830566,11.6853326866212,3505.52,0.255,0.255,0.0148618614439009,12.0,1.0,-0.0240524102909922,-0.0240524102909922,-0.4341368109131392,0.2684558494878098,0.2838503468984646,0.1370705547595151,0,0.0062619278933754,0.0007126132589384,0.0574755157129438,0,0
19557878,1711936727,2024-04-01 01:58:47,0.0,0,0.0,0.0047525930713928,14.6540720248214,3505.52,0.0,0.0,4752593.0713928,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4973636520434238,-0.7720706989145539,-0.7729268195142854,0.070409596414462,0,0.0262040856474285,0.0526315792440538,0.049171788673567,0,0
19557883,1711936787,2024-04-01 01:59:47,0.0,0,0.0,0.0052282619253919,16.1207420177614,3505.52,0.0,0.0,5228261.925391899,60.0,5.0,-0.2188538498405188,-0.2188538498405188,0.5905939691448002,4.430562043097265,4.510959012549465,0.7234599849223438,1,0.1244356881673101,0.0526315792440538,0.3496845850846723,1,1
19557883,1711936787,2024-04-01 01:59:47,0.0,0,0.0,0.0046071409897224,14.2055873241663,3505.52,0.0,0.0,4607140.9897224,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4688552820226018,-0.7720706989145539,-0.7729268195142854,0.0526851508832793,0,0.0254576489111231,0.0526315792390569,0.0417834357655723,0,0
19557883,1711936787,2024-04-01 01:59:47,0.0,0,0.0,0.0021873451644498,6.74442627455972,3505.52,0.0,0.0,2187345.1644498,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.0054207404961614,-0.7720706989145539,-0.7729268195142854,0.0066379673196062,0,0.0133235084318351,0.052631579236475,0.0185109061478715,0,0
19557884,1711936799,2024-04-01 01:59:59,0.05,0,154.169227248049,0.0044431126550231,13.6998248920189,3505.52,0.05,0.05,0.0888622513232169,0.0,0.0,-0.1806574891445332,-0.1806574891445332,-0.4341367964091838,-0.7720706989145539,-0.7729268195142854,0.1080367523122374,0,0.0235485141599028,0.0410387203758285,0.0608418506640218,0,0
19557884,1711936799,2024-04-01 01:59:59,0.927,0,2858.29747317883,0.0027161559942245,8.37495341429515,3505.52,0.927,0.927,0.0029300496130468,0.0,0.0,0.4893066774630542,0.4893066774630542,-0.4341368132517547,-0.7720706989145539,-0.7729268195142854,0.2865055560474028,0,0.0316298988618491,0.1258556129332629,0.1524253045503533,0,0
19557884,1711936799,2024-04-01 01:59:59,0.0,0,0.0,0.0046232177802555,14.2551582516288,3505.52,0.0,0.0,4623217.780255499,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4720063066624789,0.2684558494878098,0.2838503468984646,0.0639607366118023,0,0.012353968001272,0.0526315792783713,0.041052197700904,0,0
19557886,1711936823,2024-04-01 02:00:23,3.0,0,9250.15363488294,0.00521492,16.0796037312079,3505.52,3.0,3.0,0.0017383066660872,0.0,0.0,2.072927791918617,2.072927791918617,-0.4341368134853344,-0.7720706989145539,-0.7729268195142854,0.5938970926565664,0,0.0730939662753661,0.3225489791371255,0.3313062194001981,1,1
19557886,1711936823,2024-04-01 02:00:23,0.25,0,770.846136240245,0.0031658272967082,9.76146295868575,3505.52,0.25,0.25,0.0126633091361795,24.0,2.0,-0.0278720463605908,-0.0278720463605908,-0.4341368113440518,1.3089823978901738,1.3406275133112149,0.2659136375220984,0,0.03360612039763,0.0175532140076196,0.1233185459694153,0,0
19557887,1711936835,2024-04-01 02:00:35,0.0,0,0.0,0.004718875,14.5501062446027,3505.52,0.0,0.0,4718875.0,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4907549652194521,-0.7720706989145539,-0.7729268195142854,0.0689346195402728,0,0.026031049917201,0.0526315793306006,0.0485125836491096,0,0
19557887,1711936835,2024-04-01 02:00:35,0.0,0,0.0,0.0083516082874848,25.7512199191987,3505.52,0.0,0.0,8351608.287484799,0.0,0.0,-0.2188538498405188,-0.2188538498405188,1.2027647457412065,-0.7720706989145539,-0.7729268195142854,0.2646717758862518,0,0.0446736540507236,0.0526315793306006,0.1342644878409103,0,0
19557887,1711936835,2024-04-01 02:00:35,0.0,0,0.0,0.0036973919117574,11.4004810773766,3505.52,0.0,0.0,3697391.9117574,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.2905459512596456,0.2684558494878098,0.2838503468984646,0.0362614201480491,0,0.0076027782504453,0.0526315793306006,0.0280719952255179,0,0
19557888,1711936847,2024-04-01 02:00:47,0.045,0,138.752304523244,0.0027054693526244,8.34200238874793,3505.52,0.045,0.045,0.0601215398333968,0.0,0.0,-0.1844771252141318,-0.1844771252141318,-0.4341368020423162,-0.7720706989145539,-0.7729268195142854,0.1094112111361333,0,0.023648524117833,0.0452035690541203,0.0622646079124106,0,0
19557888,1711936847,2024-04-01 02:00:47,0.2,0,616.676908992196,0.0027584448809225,8.50534631396331,3505.52,0.2,0.2,0.0137922243356513,12.0,1.0,-0.0660684070565764,-0.0660684070565764,-0.4341368111227863,0.2684558494878098,0.2838503468984646,0.1238383849756785,0,0.0073620358136775,0.0196182004092831,0.056403808397599,0,0
19557889,1711936859,2024-04-01 02:00:59,0.0,0,0.0,0.004550875,14.0320976410493,3505.52,0.0,0.0,4550875.0,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4578272400986038,0.2684558494878098,0.2838503468984646,0.0633369267566262,0,0.0119827164648964,0.0526315793058472,0.0406541731497785,0,0
19557890,1711936871,2024-04-01 02:01:11,0.39,0,1202.51997253478,0.0035417824504813,10.9206772694283,3505.52,0.39,0.39,0.0090814934394866,0.0,0.0,0.0790777635881688,0.0790777635881688,-0.4341368120460818,-0.7720706989145539,-0.7729268195142854,0.1665617401853097,0,0.0208888451892898,0.0185538409386668,0.0786910023375732,0,0
19557890,1711936871,2024-04-01 02:01:11,0.0,0,0.0,0.0033009829998861,10.178199965028,3505.52,0.0,0.0,3300982.9998861,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.2128504531313558,0.2684558494878098,0.2838503468984646,0.034433523721711,0,0.0055684713431706,0.0526315792765941,0.0265271138812714,0,0
19557890,1711936871,2024-04-01 02:01:11,0.0,0,0.0,0.0048473919640252,14.9463734652436,3505.52,0.0,0.0,4847391.9640252,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.5159440798908077,-0.7720706989145539,-0.7729268195142854,0.074815832826415,0,0.0266905783480434,0.0526315792652014,0.0511288803228236,0,0
19557891,1711936883,2024-04-01 02:01:23,0.0,0,0.0,0.00269147828758,8.29886255502222,3505.52,0.0,0.0,2691478.28758,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0933885267820882,0.2684558494878098,0.2838503468984646,0.0294088872368574,0,0.0024405909925307,0.0526315792652014,0.0232661071447955,0,0
19557894,1711936919,2024-04-01 02:01:59,0.0,0,0.0,0.0040438176,12.4686446904812,3505.52,0.0,0.0,4043817.6,36.0,3.0,-0.2188538498405188,-0.2188538498405188,0.3584448193385325,2.3495089462925374,2.397404679723965,0.3655851042557387,0,0.0638689446420413,0.0526315792544123,0.1823079354099945,0,0
19557895,1711936931,2024-04-01 02:02:11,0.1,0,308.338454496098,0.003486308,10.7496282061738,3505.52,0.1,0.1,0.0348630796513692,12.0,1.0,-0.1424611284485476,-0.1424611284485476,-0.4341368069929331,0.2684558494878098,0.2838503468984646,0.1238468777947057,0,0.0093622319142959,0.0314177222419373,0.0595671883319881,0,0
19557896,1711936943,2024-04-01 02:02:23,0.0,0,0.0,0.0046864486688501,14.4501233962856,3505.52,0.0,0.0,4686448.6688501,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4843994573695621,0.2684558494878098,0.2838503468984646,0.0646680720692454,0,0.0126784587722133,0.0526315792587755,0.0414649281883386,0,0
19557897,1711936955,2024-04-01 02:02:35,0.0,0,0.0,0.0042125903101638,12.9890358566116,3505.52,0.0,0.0,4212590.3101638,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3915239943871884,0.2684558494878098,0.2838503468984646,0.0432910274921487,0,0.0102466937354616,0.0526315792587755,0.0319414043427992,0,0
19557897,1711936955,2024-04-01 02:02:35,0.0,0,0.0,0.0056154540879249,17.3146043476459,3505.52,0.0,0.0,5615454.0879249,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.6664829994830943,-0.7720706989145539,-0.7729268195142854,0.1208761300689733,0,0.0306321498845898,0.0526315792587755,0.0711296278331803,0,0
19557897,1711936955,2024-04-01 02:02:35,0.15,0,462.507681744147,0.0031978210595607,9.86011203260043,3505.52,0.15,0.15,0.0213188069216126,0.0,0.0,-0.104264767752562,-0.104264767752562,-0.4341368096475884,-0.7720706989145539,-0.7729268195142854,0.1096038597037813,0,0.0215483182977742,0.0214394145476563,0.0567487541101535,0,0
19557897,1711936955,2024-04-01 02:02:35,0.2,0,616.676908992196,0.0037016390859453,11.4135767486275,3505.52,0.2,0.2,0.0185081953371855,0.0,0.0,-0.0660684070565764,-0.0660684070565764,-0.4341368101984637,-0.7720706989145539,-0.7729268195142854,0.1144804910586062,0,0.0205482202078225,0.0040672616012481,0.0548249368268211,0,0
19557900,1711936991,2024-04-01 02:03:11,0.0,0,0.0,0.0056186,17.3243044043178,3505.52,0.0,0.0,5618599.999999999,36.0,3.0,-0.2188538498405188,-0.2188538498405188,0.6670995931025183,2.3495089462925374,2.397404679723965,0.4523372906543097,0,0.0719504751471243,0.0526315792280925,0.2202414221661921,0,0
19557901,1711937003,2024-04-01 02:03:23,0.45,0,1387.52304523244,0.0038487287182067,11.8671106474663,3505.52,0.45,0.45,0.0085527304658977,12.0,1.0,0.1249133964233515,0.1249133964233515,-0.4341368121497185,0.2684558494878098,0.2838503468984646,0.1835251864085055,0,0.008902778498907,0.2127377264021799,0.119518731243401,0,0
19557902,1711937015,2024-04-01 02:03:35,0.0,0,0.0,0.004651899227388,14.3435941824443,3505.52,0.0,0.0,4651899.227388,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4776278233722832,0.2684558494878098,0.2838503468984646,0.0647153286726762,0,0.0125011565842351,0.0526315787851606,0.0414129098597966,0,0
19557902,1711937015,2024-04-01 02:03:35,0.0,0,0.0,0.0046637363413493,14.3800925566894,3505.52,0.0,0.0,4663736.3413493,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4799478783409847,-0.7720706989145539,-0.7729268195142854,0.0571815035914572,0,0.0257480871714305,0.0526315787851606,0.0436981520621872,0,0
19557902,1711937015,2024-04-01 02:03:35,0.0,0,0.0,0.004779418914586,14.7367864151288,3505.52,0.0,0.0,4779418.914586,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.5026214734172374,-0.7720706989145539,-0.7729268195142854,0.0720518256244931,0,0.0263417515688221,0.0526315787851606,0.0498837466343582,0,0
19557903,1711937027,2024-04-01 02:03:47,0.5,0,1541.69227248049,0.0041068551165938,12.6630135948993,3505.52,0.5,0.5,0.0082137102167601,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.4341368122161659,0.2684558494878098,0.2838503468984646,0.1726362165539128,0,0.0099028766050222,0.2060002586564256,0.1142156889948591,0,0
19557903,1711937027,2024-04-01 02:03:47,0.0,0,0.0,0.0028210657262363,8.69843046059615,3505.52,0.0,0.0,2821065.7262363,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.1187874527296444,-0.7720706989145539,-0.7729268195142854,0.0015540093506851,0,0.0162917973457024,0.0526315789419535,0.0176646384669457,0,0
19557904,1711937039,2024-04-01 02:03:59,0.0,0,0.0,0.002231928070923,6.88189251934856,3505.52,0.0,0.0,2231928.070923,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0033174362266838,0.2684558494878098,0.2838503468984646,0.0316071175333841,0,8.225304404272902e-05,0.0526315788828518,0.023202064007541,0,0
19557904,1711937039,2024-04-01 02:03:59,0.0,0,0.0,0.0006449952576819,1.9887684091095,3505.52,0.0,0.0,644995.2576818999,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.3077187986522285,-0.7720706989145539,-0.7729268195142854,0.0127400214755658,0,0.0212386005874603,0.0526315788828518,0.0241177646017808,0,0
19557905,1711937051,2024-04-01 02:04:11,0.0,0,0.0,0.0028733,8.85948881303638,3505.52,0.0,0.0,2873300.0,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.129025284922372,-0.7720706989145539,-0.7729268195142854,0.0007321451573603,0,0.0165598552544219,0.0526315787190344,0.0174431159085197,0,0
19557905,1711937051,2024-04-01 02:04:11,0.0,0,0.0,0.00520196,16.0396430675052,3505.52,0.0,0.0,5201960.0,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.585438834802815,-0.7720706989145539,-0.7729268195142854,0.0984530654749986,0,0.0285101645961865,0.0526315787190344,0.0613116077722809,0,0
19557905,1711937051,2024-04-01 02:04:11,0.0,0,0.0,0.0026860576266084,8.28214857275921,3505.52,0.0,0.0,2686057.6266084,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0923260861008612,0.2684558494878098,0.2838503468984646,0.0291009468191644,0,0.0024127730305064,0.0526315787190344,0.0231318036836752,0,0
19557906,1711937063,2024-04-01 02:04:23,1.795,0,5534.67525820496,0.0023229244810484,7.16246944397617,3505.52,1.795,1.795,0.001294108345267,12.0,1.0,1.152395499145364,1.152395499145364,-0.4341368135723965,0.2684558494878098,0.2838503468984646,0.4431658442795038,0,0.0358054175438535,0.5387529877374609,0.2993391022768351,0,0
19557906,1711937063,2024-04-01 02:04:23,0.0,0,0.0,0.0008155609060298,2.51468789312689,3505.52,0.0,0.0,815560.9060298,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.2742882106530684,-0.7720706989145539,-0.7729268195142854,0.0197554038121734,0,0.0203632850579987,0.0526315791414519,0.0265737913763592,0,0
19557906,1711937063,2024-04-01 02:04:23,0.2,0,616.676908992196,0.0031790256628083,9.80215859673769,3505.52,0.2,0.2,0.0158951282345658,0.0,0.0,-0.0660684070565764,-0.0660684070565764,-0.4341368107106205,-0.7720706989145539,-0.7729268195142854,0.1144804910586062,0,0.0205482202212324,0.0112610814269417,0.0562637007973237,0,0
19557907,1711937075,2024-04-01 02:04:35,0.5,0,1541.69227248049,0.0025705257967525,7.92591951413023,3505.52,0.5,0.5,0.0051410515832228,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.434136812818402,0.2684558494878098,0.2838503468984646,0.1726362165539128,0,0.0099028766207906,0.0860550589976076,0.0902266490694029,0,0
19557908,1711937087,2024-04-01 02:04:47,0.0,0,0.0,0.0043397526629672,13.3811262899466,3505.52,0.0,0.0,4339752.662967199,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4164476074754662,0.2684558494878098,0.2838503468984646,0.0463374377586843,0,0.0108992705189454,0.0526315791935408,0.03342099914976,0,0
19557909,1711937099,2024-04-01 02:04:59,0.5,0,1541.69227248049,0.0032074287644879,9.88973628148535,3505.52,0.5,0.5,0.006414857516146,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.434136812568738,0.2684558494878098,0.2838503468984646,0.1726362165539128,0,0.0099028766142536,0.0699099323593403,0.0869976237391346,0,0
19557911,1711937123,2024-04-01 02:05:23,0.15,0,462.507681744147,0.003003581512684,9.26119681574062,3505.52,0.15,0.15,0.0200238766177341,24.0,2.0,-0.104264767752562,-0.104264767752562,-0.4341368099013926,1.3089823978901738,1.3406275133112149,0.2421954980641699,0,0.0356063165686074,0.0158691257502796,0.1142945510031668,0,0
19557912,1711937135,2024-04-01 02:05:35,0.2,0,616.676908992196,0.0024968566059103,7.69876906964761,3505.52,0.2,0.2,0.01248428296713,12.0,1.0,-0.0660684070565764,-0.0660684070565764,-0.4341368113791406,0.2684558494878098,0.2838503468984646,0.1238383849756785,0,0.0073620358203896,0.0036149745917625,0.0532031632367797,0,0
19557913,1711937147,2024-04-01 02:05:47,0.468,0,1443.02396704174,0.003288815630366,10.1406832858968,3505.52,0.468,0.468,0.0070273838105525,12.0,1.0,0.1386640862739063,0.1386640862739063,-0.4341368124486839,0.2684558494878098,0.2838503468984646,0.1804049970694596,0,0.00926281382431,0.0507972642897012,0.0860265772154481,0,0
19557914,1711937159,2024-04-01 02:05:59,0.0,0,0.0,0.0056186,17.3243044043178,3505.52,0.0,0.0,5618599.999999999,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.6670995931025183,-0.7720706989145539,-0.7729268195142854,0.1202888473829564,0,0.0306482942004021,0.0526315792268539,0.0709011724787142,0,0
19557914,1711937159,2024-04-01 02:05:59,0.0,0,0.0,0.0021514804401745,6.63384153802009,3505.52,0.0,0.0,2151480.4401745,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.012450167772781,-0.7720706989145539,-0.7729268195142854,0.0068096074169695,0,0.0135075604400918,0.0526315792268539,0.0186531829881953,0,0
19557914,1711937159,2024-04-01 02:05:59,0.0,0,0.0,0.0042709546121688,13.1689954433913,3505.52,0.0,0.0,4270954.612168799,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.4029633020853478,0.2684558494878098,0.2838503468984646,0.043061648175534,0,0.0105462099651714,0.0526315792268539,0.0319694591016529,0,0
19557914,1711937159,2024-04-01 02:05:59,0.0,0,0.0,0.0045093749151758,13.904136920888,3505.52,0.0,0.0,4509374.915175799,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4496932913748945,-0.7720706989145539,-0.7729268195142854,0.0429530344641324,0,0.0249559291091933,0.0526315792268539,0.037689901274701,0,0
19557914,1711937159,2024-04-01 02:05:59,0.0,0,0.0,0.0043768943530869,13.4956484032353,3505.52,0.0,0.0,4376894.3530869,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4237273179682354,-0.7720706989145539,-0.7729268195142854,0.0347200705245952,0,0.0242760601292936,0.0526315791948502,0.0341247681005256,0,0
19557915,1711937171,2024-04-01 02:06:11,0.0,0,0.0,0.0031507940485617,9.71510967369037,3505.52,0.0,0.0,3150794.0485617,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.1834136644087468,-0.7720706989145539,-0.7729268195142854,0.0007933439399237,0,0.0179839101704727,0.0526315791948502,0.0180372174831286,0,0
19557915,1711937171,2024-04-01 02:06:11,0.21,0,647.510754441806,0.0027102805324677,8.35683710631968,3505.52,0.21,0.21,0.0129060977121981,12.0,1.0,-0.0584291349173793,-0.0584291349173793,-0.4341368112964656,0.2684558494878098,0.2838503468984646,0.1296397453667814,0,0.0071620161973498,0.002315632493174,0.0551838311242873,0,0
19557917,1711937195,2024-04-01 02:06:35,0.35,0,1079.18459073634,0.0027291433209168,8.41499833669838,3505.52,0.35,0.35,0.0077975523231978,24.0,2.0,0.0485206750313803,0.0485206750313803,-0.4341368122977322,1.3089823978901738,1.3406275133112149,0.3040107414930894,0,0.0341467649765663,0.03161746138526,0.1415864948649143,0,0
19557918,1711937207,2024-04-01 02:06:47,0.0,0,0.0,0.0006081030749864,1.87501562315651,3505.52,0.0,0.0,608103.0749864,0.0,0.0,-0.2188538498405188,-0.2188538498405188,-0.3149496060980948,-0.7720706989145539,-0.7729268195142854,0.0114202179823418,0,0.0214279253474099,0.0526315792302025,0.0236655731779412,0,0
19557918,1711937207,2024-04-01 02:06:47,0.45,0,1387.52304523244,0.0027018216628734,8.3307551585448,3505.52,0.45,0.45,0.0060040481263763,0.0,0.0,0.1249133964233515,0.1249133964233515,-0.4341368126492561,-0.7720706989145539,-0.7729268195142854,0.1796605289346538,0,0.0220889629303331,0.0455820249924047,0.0898162017444757,0,0
19557918,1711937207,2024-04-01 02:06:47,0.0,0,0.0,0.00069931575,2.1562593755978,3505.52,0.0,0.0,699315.7499999999,12.0,1.0,-0.2188538498405188,-0.2188538498405188,-0.2970720710362789,0.2684558494878098,0.2838503468984646,0.0487834984829678,0,0.0077736521216365,0.0526315792526616,0.033149176092374,0,0
19557919,1711937219,2024-04-01 02:06:59,0.0,0,0.0,0.0037999147710669,11.7165984772766,3505.52,0.0,0.0,3799914.7710669,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.3106402639378993,0.2684558494878098,0.2838503468984646,0.0374300838030809,0,0.0081289091082566,0.0526315791232815,0.0287499129891913,0,0
19557919,1711937219,2024-04-01 02:06:59,4.723,0,14562.8252058507,0.000615382275795,1.89746019842929,3505.52,4.723,4.723,0.0001302947862936,0.0,0.0,3.38917438150228,3.38917438150228,-0.4341368138005021,-0.7720706989145539,-0.7729268195142854,0.718039211217194,1,0.1075573469603921,0.5887797203674235,0.4479945673445192,1,1
19557920,1711937231,2024-04-01 02:07:11,0.0,0,0.0,0.0044274799198306,13.6516231579308,3505.52,0.0,0.0,4427479.9198306,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.4336420062826334,-0.7720706989145539,-0.7729268195142854,0.0362411463240954,0,0.0245356571382239,0.0526315793315112,0.0348370372512299,0,0
19557920,1711937231,2024-04-01 02:07:11,0.0,0,0.0,0.00338715,10.4438859614646,3505.52,0.0,0.0,3387149.9999999995,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.2297390441684901,0.2684558494878098,0.2838503468984646,0.0354696985217042,0,0.0060106665569042,0.0526315793216258,0.0271184618957685,0,0
19557921,1711937243,2024-04-01 02:07:23,0.0,0,0.0,0.0026968840163244,8.31553049548705,3505.52,0.0,0.0,2696884.0163243995,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.094448040771216,0.2684558494878098,0.2838503468984646,0.0290602273556924,0,0.0024683323247618,0.0526315793216258,0.0231377397365068,0,0
19557922,1711937255,2024-04-01 02:07:35,0.0,0,0.0,0.0099892,30.8005448965242,3505.52,0.0,0.0,9989200.0,0.0,0.0,-0.2188538498405188,-0.2188538498405188,1.52373004199049,-0.7720706989145539,-0.7729268195142854,0.369044783833589,0,0.0530775118659764,0.0526315793102315,0.1793752341418725,0,0
19557922,1711937255,2024-04-01 02:07:35,0.0,0,0.0,0.0028201999998871,8.69576109335113,3505.52,0.0,0.0,2820199.9998871,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.11861777178169,0.2684558494878098,0.2838503468984646,0.030028677560953,0,0.0031011701586913,0.0526315793064661,0.0237782549491509,0,0
19557923,1711937267,2024-04-01 02:07:47,0.5,0,1541.69227248049,0.0034303322903181,10.5770335680477,3505.52,0.5,0.5,0.0068606645669148,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.4341368124813606,0.2684558494878098,0.2838503468984646,0.1726362165539128,0,0.0099028766119658,0.0259112938600686,0.0781978960383651,0,0
19557924,1711937279,2024-04-01 02:07:59,0.0,0,0.0,0.0026000883454155,8.01707221978755,3505.52,0.0,0.0,2600088.3454155,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.0754762476487378,-0.7720706989145539,-0.7729268195142854,0.0078382132235544,0,0.0151577768968857,0.0526315793020337,0.0197247119085828,0,0
19557924,1711937279,2024-04-01 02:07:59,0.0,0,0.0,0.0022401628372533,6.90728347058278,3505.52,0.0,0.0,2240162.8372533,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.004931436953818,-0.7720706989145539,-0.7729268195142854,0.0050204328534508,0,0.0133106969614164,0.0526315793020337,0.0178587677863536,0,0
19557924,1711937279,2024-04-01 02:07:59,0.0,0,0.0,0.002499714,7.70757951442259,3505.52,0.0,0.0,2499714.0,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.0558030401783411,0.2684558494878098,0.2838503468984646,0.0274101328434776,0,0.0014564874491692,0.0526315793020337,0.0220729639774655,0,0
19557925,1711937291,2024-04-01 02:08:11,0.0,0,0.0,0.0056057489455529,17.2846796616494,3505.52,0.0,0.0,5605748.9455529,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.6645808074575948,0.2684558494878098,0.2838503468984646,0.1237872549571698,0,0.0173961602333834,0.0526315793020337,0.066999681936628,0,0
19557927,1711937315,2024-04-01 02:08:35,0.0,0,0.0,0.0056186,17.3243044043178,3505.52,0.0,0.0,5618599.999999999,24.0,2.0,-0.2188538498405188,-0.2188538498405188,0.6670995931025183,1.3089823978901738,1.3406275133112149,0.2669160164713077,0,0.0447062924645899,0.0526315793020337,0.1351752394347658,0,0
19557929,1711937339,2024-04-01 02:08:59,0.0,0,0.0,0.183498,565.79489723125,3505.52,0.0,0.0,183498000.0,24.0,2.0,-0.2188538498405188,-0.2188538498405188,35.53117094942042,1.3089823978901738,1.3406275133112149,0.6755771641437182,1,0.9575548214587236,0.0526315793020337,0.6637791101013835,1,1
19557930,1711937351,2024-04-01 02:09:11,0.5,0,1541.69227248049,0.003543942655,10.927338010655,3505.52,0.5,0.5,0.0070878852958242,12.0,1.0,0.1631097571193371,0.1631097571193371,-0.4341368124368257,0.2684558494878098,0.2838503468984646,0.1726362165539128,0,0.0099028766107997,0.0255380023200232,0.0781232377298896,0,0
19557930,1711937351,2024-04-01 02:09:11,0.0,0,0.0,0.0068443061181845,21.1036277057921,3505.52,0.0,0.0,6844306.118184499,0.0,0.0,-0.2188538498405188,-0.2188538498405188,0.9073359867841916,-0.7720706989145539,-0.7729268195142854,0.1881578778284912,0,0.0369384212581942,0.0526315793095418,0.1005648354965825,0,0
19557931,1711937363,2024-04-01 02:09:23,2.5,0,7708.46136240245,0.0022369473,6.89736873271219,3505.52,2.5,2.5,0.000894778919642,12.0,1.0,1.6909641849587609,1.6909641849587609,-0.4341368136506645,0.2684558494878098,0.2838503468984646,0.5401707829213516,0,0.049906800817595,0.2507904162087698,0.2861891167373326,0,0
19557931,1711937363,2024-04-01 02:09:23,0.3,0,925.015363488294,0.0026510958758636,8.17434805084765,3505.52,0.3,0.3,0.008836986223422,0.0,0.0,0.0103243143353947,0.0103243143353947,-0.4341368120940049,-0.7720706989145539,-0.7729268195142854,0.1483624644910242,0,0.019088668602669,0.0174382798861319,0.0704681092147036,0,0
19557933,1711937387,2024-04-01 02:09:47,0.0,0,0.0,0.0099892,30.8005448965242,3505.52,0.0,0.0,9989200.0,24.0,2.0,-0.2188538498405188,-0.2188538498405188,1.52373004199049,1.3089823978901738,1.3406275133112149,0.4412386904439389,0,0.0671355101301642,0.0526315793474093,0.2138759960991231,0,0
19557933,1711937387,2024-04-01 02:09:47,1.0,0,3083.38454496098,0.0465217331902852,143.444393123724,3505.52,1.0,1.0,0.0465217331437634,0.0,0.0,0.545073364079193,0.545073364079193,-0.4341368047078561,-0.7720706989145539,-0.7729268195142854,0.2880210340256449,0,0.0330900418705315,0.0579041328319526,0.1400252569248611,0,0
19557934,1711937399,2024-04-01 02:09:59,0.0,0,0.0,0.0027834895740988,8.5825687338363,3505.52,0.0,0.0,2783489.5740988,12.0,1.0,-0.2188538498405188,-0.2188538498405188,0.1114225883922469,0.2684558494878098,0.2838503468984646,0.0285741433771527,0,0.0029127781460153,0.0526315793603784,0.0231210844813428,0,0
19557934,1711937399,2024-04-01 02:09:59,0.5,0,1541.69227248049,0.0030065223108686,9.2702644274128,3505.52,0.5,0.5,0.0060130446097111,0.0,0.0,0.1631097571193371,0.1631097571193371,-0.4341368126474927,-0.7720706989145539,-0.7729268195142854,0.1699370049759454,0,0.0230890610346623,0.0466732872792133,0.0865450838600857,0,0
